Fullname,DateofbirthAge,Placeofbirth,Height,Citizenship,Position,Foot,Playeragent,Currentclub,Joined,Contractexpires,Lastcontractextension,Outfitter,SocialMedia,tm_url,Nameinhomecountry,2ndclub,Onloanfrom,Contractthereexpires,source_url,Contractoption,3ndclub
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,NA,NA
NA,06.10.2000 (24),Izmir,"1,90 m",Türkiye,Defender - Centre-Back,left,SEG,1.FC Köln,09.08.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/cenk-ozkacar/profil/spieler/615350,NA,NA,Valencia CF,30.06.2028,NA,Option to buy,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/maximiliano-caufriez/profil/spieler/369267,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ruben-iranzo/profil/spieler/668212,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alex-serradell/profil/spieler/1062525,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/iker-cordoba/profil/spieler/834463,NA,NA
NA,25.05.1995 (30),Pedreguer,"1,72 m",Spain,Defender - Left-Back,left,Toldra Consulting ...,Valencia CF,01.07.2014,30.06.2027,19.10.2022,Nike,,https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,José Luis Gayà Peña,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jesus-vazquez/profil/spieler/623024,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ro-abajas/profil/spieler/949116,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/max-aarons/profil/spieler/471690,NA,NA
NA,09.03.1999 (26),Amadora,"1,76 m",Portugal Cape Verde,Defender - Right-Back,right,Gestifute,Valencia CF,02.09.2019,30.06.2026,04.10.2021,NA,,https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,Thierry Rendall Correia,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,NA,NA
NA,22.05.2001 (24),Villa María,"1,86 m",Argentina,Midfield - Defensive Midfield,right,SP,SL Benfica,18.07.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/enzo-barrenechea/profil/spieler/671915,Enzo Alan Tomás Barrenechea,NA,Aston Villa,30.06.2029,NA,Obligation to buy with conditions,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pepelu/profil/spieler/328480,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/javi-guerra/profil/spieler/834764,NA,NA
NA,18.03.2006 (19),Valencia,"1,83 m",Spain,Midfield - Central Midfield,right,SBE Management AG,Valencia Mestalla,01.01.2025,30.06.2028,22.07.2025,Nike,NA,https://www.transfermarkt.com/lucas-nunez/profil/spieler/1200328,Lucas Núñez Ramírez,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/andre-almeida/profil/spieler/375382,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ivan-jaime/profil/spieler/610335,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/martin-tejon/profil/spieler/941883,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pedro-aleman/profil/spieler/699771,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/luis-rioja/profil/spieler/278837,NA,NA
NA,02.02.1997 (28),Nules,"1,77 m",Spain,Attack - Left Winger,right,Balance ...,Valencia CF,20.08.2023,30.06.2027,NA,NA,,https://www.transfermarkt.com/sergi-canos/profil/spieler/251845,Sergi Canós Tenés,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pablo-lopez/profil/spieler/1000630,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/diego-lopez/profil/spieler/617081,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/fran-perez/profil/spieler/622988,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/german-valera/profil/spieler/548188,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/david-otorbi/profil/spieler/1009766,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/hamza-bellari/profil/spieler/1123335,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ismael-santana/profil/spieler/1060845,NA,NA
NA,10.11.1999 (25),Getafe,"1,77 m",Spain,Attack - Centre-Forward,left,MESAS SPORT,Valencia CF,01.07.2022,30.06.2028,04.07.2024,adidas,,https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,Hugo Duro Perales,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/umar-sadiq/profil/spieler/337715,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dani-gomez/profil/spieler/422460,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alberto-mari/profil/spieler/634105,NA,NA
NA,18.06.1997 (28),Cartagena,"1,91 m",Spain,Attack - Centre-Forward,right,NA,Elche CF,17.08.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/rafa-mir/profil/spieler/361254,Rafael Mir Vicente,NA,Sevilla FC,30.06.2027,NA,Option to buy,NA
NA,24.07.2004 (21),San José,"1,85 m",Costa Rica,Attack - Centre-Forward,right,LIN GROUP,Deportivo Saprissa,01.01.2023,30.06.2026,28.04.2023,NA,,https://www.transfermarkt.com/warren-madrigal/profil/spieler/799682,Warren Steven Madrigal Molina,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,NA,NA
NA,25.06.2005 (20),Kharkiv,"1,88 m",Ukraine,Goalkeeper,right,ProStar,Girona FC,01.01.2025,30.06.2029,NA,NA,NA,https://www.transfermarkt.com/vladyslav-krapyvtsov/profil/spieler/1169436,Крапивцов Владислав Андрійович,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/juan-carlos/profil/spieler/120705,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/aleksandar-andreev/profil/spieler/1135665,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/lucas-garcia/profil/spieler/1061650,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jordi-danso/profil/spieler/1319440,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pau-funallet/profil/spieler/1319442,NA,NA
NA,20.04.1999 (26),Rosice,"1,91 m",Czech Republic,Defender - Centre-Back,left,SEG,Girona FC,01.07.2024,30.06.2029,NA,NA,NA,https://www.transfermarkt.com/ladislav-krejci/profil/spieler/345911,Ladislav Krejčí,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/daley-blind/profil/spieler/12282,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/david-lopez/profil/spieler/129444,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/juanpe/profil/spieler/115333,NA,NA
NA,26.08.2003 (21),NA,"1,90 m",Spain,Defender - Centre-Back,NA,Wasserman,Ourense CF,20.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/oriol-comas/profil/spieler/908234,Oriol Comas Feixas,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/antal-yaakobishvili/profil/spieler/923915,NA,NA
NA,10.01.2006 (19),Barcelona,"1,79 m",Spain,Defender - Centre-Back,right,NA,SD Huesca B,11.08.2025,30.06.2027,NA,NA,NA,https://www.transfermarkt.com/marc-aznar/profil/spieler/1018563,Marc Aznar Baides,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/miguel-gutierrez/profil/spieler/525299,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/arnau-martinez/profil/spieler/826224,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alejandro-frances/profil/spieler/632896,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ferran-ruiz/profil/spieler/668210,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/arthur-melo/profil/spieler/362842,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100,NA,NA
NA,29.01.2005 (20),Pinell de Brai,"1,89 m",Spain,Midfield - Defensive Midfield,left,LIAN Sports Group,UD Almería,31.01.2025,30.06.2030,NA,NA,NA,https://www.transfermarkt.com/selvi-clua/profil/spieler/1061660,Silvi Clua Oya,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,NA,NA
NA,18.04.1997 (28),Nijkerkerveen,"1,84 m",Netherlands,Midfield - Central Midfield,right,PUM,Girona FC,11.07.2024,30.06.2028,NA,adidas,,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jhon-solis/profil/spieler/742521,NA,NA
NA,28.12.2006 (18),NA,NA,Spain,Midfield - Central Midfield,NA,NA,Girona FC B,01.07.2024,30.06.2028,NA,NA,NA,https://www.transfermarkt.com/enric-garcia/profil/spieler/1000626,Enric García Hurtado,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/raul-martinez/profil/spieler/1129175,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/gabriel-misehouy/profil/spieler/646698,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/ricard-artero/profil/spieler/906025,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/joel-roca/profil/spieler/895326,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/toni-villa/profil/spieler/337066,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/min-su-kim/profil/spieler/1108203,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/juan-arango/profil/spieler/1025582,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jastin-garcia/profil/spieler/1061665,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/viktor-tsygankov/profil/spieler/264372,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/yaser-asprilla/profil/spieler/857818,NA,NA
Cristian Portugués Manzanera,21.05.1992 (33),Beniel,"1,67 m",Spain,Attack - Right Winger,right,Wasserman,Girona FC,01.09.2023,30.06.2027,NA,NA,,https://www.transfermarkt.com/portu/profil/spieler/99353,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/iker-almena/profil/spieler/1061656,NA,NA
NA,19.04.2004 (21),Thiès,"1,80 m",Senegal,Attack - Right Winger,left,Global Ases,Girona FC B,23.01.2024,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/papa-ba/profil/spieler/1337084,Papa Dame Ba,NA,NA,NA,NA,NA,NA
NA,28.01.2000 (25),Almussafes,"1,82 m",Spain,Attack - Centre-Forward,right,DV7 Management,Girona FC,01.07.2024,30.06.2029,NA,adidas,,https://www.transfermarkt.com/abel-ruiz/profil/spieler/340376,Abel Ruiz Ortega,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/bojan-miovski/profil/spieler/476219,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/dawda-camara/profil/spieler/891923,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/joan-garcia/profil/spieler/561613,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,NA,NA
NA,05.10.2001 (23),Barcelona,"1,83 m",Spain,Goalkeeper,right,MagicPlayers,RCD Espanyol Barcelona,01.07.2024,30.06.2027,22.11.2023,NA,NA,https://www.transfermarkt.com/angel-fortuno/profil/spieler/628487,Ángel Fortuño Viñas,NA,NA,NA,NA,NA,NA
NA,18.03.2002 (23),Barcelona,"1,88 m",Spain,Goalkeeper,both,Global Ases,RCD Espanyol B,21.08.2024,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/pol-tristan/profil/spieler/605528,Pol Tristán Jiménez,NA,NA,NA,NA,NA,NA
NA,04.09.2005 (19),Terrassa,NA,Spain,Goalkeeper,NA,Goal Management,RCD Espanyol B,01.07.2024,30.06.2027,NA,NA,NA,https://www.transfermarkt.com/llorenc-serred/profil/spieler/1141128,Llorenç Serred Martínez,NA,NA,NA,NA,NA,NA
NA,08.02.2000 (25),Peschiera del Garda,"1,91 m",Albania Italy,Defender - Centre-Back,right,Gianni Vitali,RCD Mallorca,18.08.2025,30.06.2026,NA,NA,,https://www.transfermarkt.com/marash-kumbulla/profil/spieler/371371,NA,NA,AS Roma,30.06.2027,NA,Option to buy,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/fernando-calero/profil/spieler/357884,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/leandro-cabrera/profil/spieler/102423,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jose-luis-catala/profil/spieler/1060821,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pablo-ramon/profil/spieler/629511,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/carlos-romero/profil/spieler/709372,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/brian-olivan/profil/spieler/166677,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/roger-hinojo/profil/spieler/1204959,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/omar-el-hilali/profil/spieler/822331,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alvaro-tejero/profil/spieler/290273,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jose-angel-lopez/profil/spieler/1258838,NA,NA
NA,20.03.2001 (24),Vitoria-Gasteiz,"1,89 m",Spain,Midfield - Defensive Midfield,right,IDUB GLOBAL,Real Sociedad,01.07.2023,30.06.2028,01.07.2022,NA,NA,https://www.transfermarkt.com/urko-gonzalez-de-zarate/profil/spieler/625651,Urko González de Zárate Quirós,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alex-kral/profil/spieler/337333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/pol-lozano/profil/spieler/412045,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/edu-exposito/profil/spieler/506248,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jose-gragera/profil/spieler/557147,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alvaro-aguado/profil/spieler/449496,NA,NA
NA,04.02.2003 (22),Paris,"1,89 m",Canada France,Midfield - Central Midfield,right,Wasserman,Sporting Gijón,18.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/justin-smith/profil/spieler/904712,NA,NA,RCD Espanyol Barcelona,30.06.2027,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/rafel-bauza/profil/spieler/1178721,NA,NA
NA,25.05.1998 (27),Barcelona,"1,77 m",Spain,Attack - Left Winger,right,DCGLOBALSL,RCD Espanyol Barcelona,01.07.2018,30.06.2030,04.07.2025,NA,,https://www.transfermarkt.com/javi-puado/profil/spieler/408471,Javier Puado Díaz,NA,NA,NA,NA,NA,NA
NA,13.06.2003 (22),Zaandam,"1,68 m",Türkiye Netherlands,Attack - Left Winger,right,AYMO Football ...,Twente Enschede FC,16.01.2025,30.06.2028,NA,adidas,,https://www.transfermarkt.com/naci-unuvar/profil/spieler/508639,NA,NA,NA,NA,NA,NA,NA
NA,23.09.1992 (32),Lleida,"1,80 m",Spain,Attack - Left Winger,left,EGGO Asesores ...,RCD Espanyol Barcelona,15.08.2023,30.06.2027,NA,Skechers,,https://www.transfermarkt.com/pere-milla/profil/spieler/225593,Pere Milla Peña,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/alex-almansa/profil/spieler/946269,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jofre-carreras/profil/spieler/628498,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/antoniu-roca/profil/spieler/834744,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/salvi-sanchez/profil/spieler/246204,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/roberto-fernandez/profil/spieler/720518,NA,NA
NA,08.08.1997 (28),Nîmes,"1,85 m",France Malta,Attack - Centre-Forward,right,Wasserman,AS Saint-Étienne,01.07.2025,30.06.2028,NA,NA,,https://www.transfermarkt.com/irvin-cardona/profil/spieler/342226,NA,NA,NA,NA,NA,NA,NA
NA,19.09.2003 (21),Gödeken,"1,86 m",Argentina,Attack - Centre-Forward,right,Lion Volt,CA Rosario Central,08.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/alejo-veliz/profil/spieler/888493,NA,NA,Tottenham Hotspur,30.06.2029,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/walid-cheddira/profil/spieler/521407,NA,NA
NA,22.03.2004 (21),Béni Mellal,"1,85 m",Morocco,Attack - Centre-Forward,left,IF FOOTBALL,Pau FC,09.07.2025,30.06.2026,NA,NA,NA,https://www.transfermarkt.com/omar-sadik/profil/spieler/869458,عمر صديق,NA,RCD Espanyol Barcelona,30.06.2028,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/antonio-sivera/profil/spieler/298197,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/jesus-owono/profil/spieler/631693,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/adrian-rodriguez/profil/spieler/608382,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/gregoire-swiderski/profil/spieler/1063990,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/santiago-mourino/profil/spieler/953901,NA,NA
NA,05.09.1999 (25),Santa Fe,"1,91 m",Malaysia Argentina,Defender - Centre-Back,right,MSG Team,Deportivo Alavés,01.01.2025,30.06.2028,NA,NA,,https://www.transfermarkt.com/facundo-garces/profil/spieler/533354,Facundo Tomás Garcés,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/moussa-diarra/profil/spieler/694509,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/adrian-pica/profil/spieler/895458,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/aleksandar-sedlar/profil/spieler/237499,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809,NA,NA
